Alimento ,PORCION,creditospor porcion,creditoscada100 grs., Color de los creditos(indica Calidad del alimento), 
Yogur descremado,1 pote ,1,  0.5, Verde
Yogur descremado con cereales ,1 pote ,3 ,1.5, Verde
Yogur descremado con frutas ,1 pote ,2, 1, Verde
Yogur entero ,1 pote ,4, 2, Verde
Yogur entero con cereales, 1 pote ,7, 3.5, Verde
Yogur entero con frutas, 1 pote ,5 ,2.5, Verde
yogurt bebible descremado ,1 vaso (aprox. 200 cm3) ,1, 0.5, Verde
yogurt descremado ,1 pote (aprox. 200 gr) ,0.75, 0.25, Verde
yogurt descremado con cereales, 1 pote ,3, 1.5, Verde
yogurt descremado con frutas ,1 pote (aprox. 200 gr) ,1.75, 0.75, Verde
yogurt descremado con frutas y cereales ,1 pote (aprox. 183 gr) ,3.25, 1.75, Verde
yogurt descremado con muesli ,1 pote, 3 ,1.5, Verde
yogurt descremado Ser o Sancor ,1 unidad de 125 gr, 1, 0.75, Verde
yogurt entero  ,1 pote (aprox. 200 gr) ,3.25, 1.75, Verde
yogurt entero con cereales ,1 pote (aprox. 200 gr) ,6.75, 3.25, Amarillo
yogurt entero con frutas, 1 pote, 5, 2.5, Verde
yogurt Ser lemon pie, 1 pote ,2, 1.5, Verde
yogurt Ser manzana, 1 pote ,2, 1.5, Verde
zanahoria, 1 unidad chica (aprox. 100 grs.) ,0.75, 0.75, Verde
zapallito redondo ,1 tza tamaño té en cocido ,0, 0, Verde
zapallito zuchini, 1 unidad mediana ,0, 0, Verde
